SentimentValue,SerialNumber,Tweet,,,,,,
0,664,@MizzChievouz Hey girl. The site is back.  Girlyvue is back and they have even more videos. ,,,,,,
0,665,@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself. ,,,,,,
0,666,just got home from watching Michigan State get tromped!   ,,,,,,
0,667,"Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight, it's not possible...my bones ache ",,,,,,
0,668,"@griffmiester no exchanging for me, my laptop hasn't arrived ",,,,,,
0,669,@hyperbets i hope this doesn't last too long.  i feel miserable!,,,,,,
4,670,@mrskutcher I keep forgetting you are in a different time zone than normal! I see your 'tweets' about the morning when it's 10:45pm here! ,,,,,,
0,671,@rcompo RACHEL! hang outage is neccessary - i was gonna be home this wekend but dumb folk make me work   so im free F and Sat until 4...,,,,,,
4,672,@mantia Do you have an example of the animation? I mean a youtube video or something? I'm curious to see it work. Snowing there too? ,,,,,,
4,673,@TheRudeTypist Need an invite to hunch? ,,,,,,
4,674,@JonathanRKnight Thought you were a Mac ,,,,,,
4,675,@JonathanRKnight Maybe Jordan could help you answer a few? Just an idea.. ,,,,,,
0,676,@TheLeagueSF Not Fun &amp, Furious? The new mantra for the Bay 2 Breakers? It was getting 2 rambunctious,the city overreacted &amp, clamped down ,,,
4,677,"Finally made my map of Panama. &quot;What's a Panama, is that like an animal?&quot; Haha love my friends ",,,,,,
0,678,@amber_benson  my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the Trek Movie Premiere. Sod!,,,,,,
0,679,"I swear no matter how long I've been getting up at 5am, it never gets any easier. Man my eyes hurts wah ",,,,,,
4,680,@ManyaS ,,,,,,
4,681,@ddlovato I will gladly give you the squirrel in Jenny's house if you join us. A SQUIRREL. It'll kill two birds with one stone! ,,,,,,
4,682,Got the vocals done! now time for the best part: the music track or bed! whichever you wanna call it lol ,,,,,,
4,683,"will be part of my friend's wedding entourage. In Tagalog, abay sa kasal. I'll be carrying the veil. Thanks, Mau. ",,,,,,
4,684,"@Bern_morley it's the weather, petal. don't sweat it ... oh ...  ... sorry ... ",,,,,,
4,685,@dfizzy Hey There ! How are you today? ,,,,,,
4,686,"Whoops, sorry to anyone trying to email me earlier today. My inbox was full but should now be empty ",,,,,,
4,687,@chocolate_dip lol i wasnt complaining just making sure @yoeyfreshier wasnt getting off before me but @tivon cleared that up ,,,,,,
4,688,@mademoiselledee That is one freaky movie. I like &quot,I got life&quot, ,,,,
4,689,Megan is hanging out ,,,,,,
0,690,@Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week ,,,,,,
4,691,Going to bed and then up early to prep for an interview in Cleveland tomorrow ,,,,,,
4,692,A healthy remedy for you AND your dog  http://PetParenthood.blogspot.com #dogs,,,,,,
4,693,That was sick. Soma rocks. ,,,,,,
0,694,"@otakusecret my reaction too  whoa, didn't see that coming",,,,,,
4,695,@staceysoleil  yep..lol  I was bored... Edward is hunting with the guys..,,,,,,
4,696,@victoriaerin HEYYYYYYYYYYY YOU ,,,,,,
4,697,"Studying philosophy and math... &lt;----BLAH aka listening to music and on twitter, facebook, and myspace ",,,,,,
4,698,@JonathanRKnight There is no way on earth that you can answer everyone  Will you ask Donnie if he got the gift from my 9 yr old lastnight?,,,,,,
4,699,on my psp browser for the first time in over a year ,,,,,,
4,700,@aparajuli good luck to you ,,,,,,
4,701,Is glad the Angels won their first game of the season. ,,,,,,
4,702,@misstoriblack I have absolutely no doubt that I will!  here's to your continued success ,,,,,,
0,703,"still sick. feeling a bit better, got some new medicine.... hope I feel good after a night of sleep. ohh, and it's suppose to snow! WTF! ",,,,,,
4,704,Another day in the office... 2 days to go.  http://twitpic.com/2y2y1,,,,,,
4,705,@mattimassacre nice  yeah so wish I could afford those things,,,,,,
4,706,@loic I want to see that too! But it'll take so long to get 800 friends.. ,,,,,,
4,707,Uploading the greatest cartoon from the Newspaper ever - regarding Twitter. ,,,,,,
4,708,"@levimorales glad you liked! That Henry Ford had a good idea every now and then, didn't he? ",,,,,,
4,709,Studying with friends!  that's my update,,,,,,
4,710,@piercethevic im glad everythings going good for you guys ,,,,,,
4,711,"@JonathanRKnight Don't worry about it, we are just happy to have you on here! ",,,,,,
4,712,"@suplada I'll get those stuff fr the UK/Japan. If I'm desperate enough for headphones from the US, I might do JAC. My tita can be slow. ",,,,,,
4,713,@eddieizzard You wouldn't happen to still be in NYC doing gigs on Friday or Saturday next week? ,,,,,,
4,714,ty  @GR8FL - soon I upload too  Emmylou Harris � I'll Be Your Baby Tonight (GR8FL)  ? http://blip.fm/~3x8zc,,,,,,
4,715,cheeck thiss hand cuz im marvelous ,) boy.. idk hoow im gona make it threw this weeeek ,,,,,
4,716,Watching Seven Pounds with my mom. I hope i dont fall asleep. AfterMidnightProject TOMORROW! ,,,,,,
4,717,"@jennmae awesome.  home from work around 430, and then have to take the puppy out, then to Capones. ",,,,,,
0,718,"@Dangerm0use I think maybe you should get a couple more hours of sleep, hon. How productive can you be right now if ur dog tired? I worry ",,,,,,
4,719,@nerdist  That photo IS Vegas ,,,,,,
4,720,@elissakim  yeah!  opening day too!,,,,,,
4,721,@iamdiddy I feel you I hate working out too! But our results will be MAJOR! When you look good you feel good! ,,,,,,
4,722,@fmsQuatro the A's are my AL team ,,,,,,
4,723,had a really good day    off to do some shoppping,,,,,,
0,724,@maddyVA Thanks a lot. Learned a lot of new words but didn't find what I was looking for. ,,,,,,
4,725,@kamy775 ok..I did it...hope it works now ,,,,,,
4,726,@amp451 good night  sweet dreamz,,,,,,
0,727,Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it ,,,,,,
4,728,@i140 I hope that Scentsational doesn't get dissed ,,,,,,
0,729,New Testament Test at 9:30 am   ,,,,,,
4,730,will invite people to twitter. ,,,,,,
4,731,@bluestreak23 @jasonandjodie Coming soon enough my friends - Big project in works for just that - Good new and only good news ,,,,,,
4,732,@cookrn woohoo!  yeah that day i was rockin it hard core  ,,,,,,
4,733,"@JonathanRKnight Hey Jon we all love ya and understand,that's all it counts  ",,,,,,
4,734,@imalcolmjames no internship yet but ive got a place to stay. w/ any luck i'll spend some time in teaneck before heading back to utah ,,,,,,
4,735,"If I can make it to bed without running into a wall or tripping over my own feet, that is. Heh. ",,,,,,
4,736,"@mayhemstudios Yes, using it for 3 week now. Pretty happy with the result ",,,,,,
0,737,@ScoutBuck tons no hay Troll? ahhhh ,,,,,,
0,738,stupid movies we watched... mirrors ugggggh... stooopeeed!!! rip off! ,,,,,,
4,739,@larryczerwonka Exactly!! ,,,,,,
4,740,i wonder how long i can stay up until i pass out and wake up again at 6 ,,,,,,
4,741,@DonnieWahlberg Great words of wisdom D-Dub!! Now can you tell the doctor to let me have some alcohol &amp, caffeine!! ,,,,,
0,742,"http://twitpic.com/2y2yi - I love you, Buck. ",,,,,,
4,743,@Jonathanrknight so good knight and sleep well.  I know I will now!! ,,,,,,
4,744,exhausted! but glad i got to see UNC become national champs!  ,,,,,,
4,745,Centrelink wasnt as bad as I thought it was going to be !!!! ,,,,,,
0,746,last one!!! but still not done!!! ,,,,,,
4,747,@davesjessica wouldn't want you any other way! ,,,,,,
4,748,Is hella excited cuz the Italian is here ,,,,,,
4,749,"Love having access to a research machine with 4 quad core 64 bit opterons, and 60 gigs of ram ",,,,,,
4,750,"It was quick, but exhausting. 1 day @ a time ",,,,,,
0,751,homework.... ,,,,,,
4,752,Jasmine and Bohdi are here for the holidays!! ,,,,,,
4,753,@pfspleen I'm good! Had some very strange dreams last night but hey dreamin' means i'm sleepin'  How's you this morning?,,,,,,
0,754,I don't understand why things get taken away. I didn't have enough time with him its unfair. I want him back!! He was like my baby ,,,,,,
4,755,@SophieVeronica today was rad. we made it into the finals for cross country YAY. love you sophie &lt,3 (L) ps everythins cool with my mates ,,,,,
4,756,"@HuntersMama1985 LOL, I was thinking the same thing ",,,,,,
4,757,@Suai Oh &quot,Shooter&quot, is a good movie!  Only seen it once tho.  Gotta put that back on my &quot,to watch&quot, list! ,,
4,758,@DonnieWahlberg I can tell u have spoken. FB &amp, Twitter are on Fire right now!!  Hope ur feelin better love.  have a great night...,,,,,
4,759,"@KourtneyKardash i hate morn workouts bc i love to sleep late  ha have fun in mexico! love the show, is the trip gonna air on keeping up?",,,,,,
4,760,"i'm feeling somewhat artistic...time to break out the sketching pad, i feel a new dress design coming ",,,,,,
4,761,"@ma_shinka go on, Mary's listening ",,,,,,
4,762,@TheAshBall ,,,,,,
4,763,nodame cantabile is &lt,3. I think I'm falling in love with classical music. ,,,,,
0,764,Scratch that: du in heif (two in a half) cookies. My tum just can't take anymore shoog. Poots ,,,,,,
4,765,"...so i just ordered my copy of Hardcore Underground 3  love me, love me! Canary in skinny jeans going balls deep.",,,,,,
0,766,@cococourtney i was just listening to the sweets for the first time in forever! i miss them so much  can we go to chi town for visits plz?,,,,,,
0,767,"Geez what a busy afternoon. Meetings, emails, meetings and email and more meetings. 6pm and the day is still going! Ah its dark and ",,,,,,
4,768,"new jersey, here i come ",,,,,,
4,769,on facebook ,,,,,,
4,770,"@Vonster good point, 2 draw  2 don't  nice quote though. I like that.",,,,,,
4,771,@Croconaw goodnight ,,,,,,
0,772,"DANG!!! ANOTHER SPRING BREAK!!!  HOW COOL IS THAT???  TOO BAD I HAVE TO WORK ALL WEEK  OH WELL, MORE MONEY FOR A PHONE.  ttyl EVERBODY!!!",,,,,,
4,773,"@danielkirkley Lead Me To The Cross is one of my favorites!! Great job, D!!! ",,,,,,
4,774,just got back from starbucks.. tried the tea with lemonade very good  miss gg already. 1st one!,,,,,,
4,775,BOOM BOOM POW-oops ,,,,,,
4,776,The Super Red Diva !!!  Stupid University ,,,,,,
4,777,This latest episode of NewNowNext is like full of awesome! ,,,,,,
0,778,@Sara_Kate Im afraid too  ( ur reply about uni from ages ago,,,,,,
0,779,feeling down ,,,,,,
4,780,"When you just want things to end, remember to have faith because one day, it's all going to be alright ",,,,,,
4,781,@ PBnJen : Thanks for the great tour and making me even more excited to work in PR!  You Rock and so does S&amp,B-would love to work there!,,,,,
4,782,@DonnieWahlberg YOU give me joy....and you have for years. You are such an amazing man and we are all lucky to know you. ,,,,,,
4,783,"@tothepc Did you check out http://www.weboword.com We aren't a dictionary, but we are all about Visual Vocabulary!  Come have fun.",,,,,,
4,784,Artistic affirmation from a drunk lady was kinda just what I needed! ,,,,,,
4,785,@Honey3223  Honey goodnight I am up really early in the morning busy day will catch up with you later tomorrow ,,,,,,
4,786,"A je kak�en rip od Trenutek resnice? Link, link, link ",,,,,,
0,787,@CarVin1 lol they are some emotional ass men!! Omg all this late night eating.. Both of us are broke ,,,,,,
0,788,"@nick_carter Aww Nick!! I like your hair longer, why did you cut it off?  Break. My. Heart.",,,,,,
0,789, wonder if Jon lost the net,,,,,,
0,790,Wow. The most depressing thing in the world is losing a video that you've created in a matter of seconds.  #FML,,,,,,
0,791,@nchokkan https://www.mycomicshop.com/search?TID=395031 But all says not in stock ,,,,,,
0,792,@Poohpot lmao im sorry poohpot i ate it all! ,,,,,,
0,793,Any chance  Softbelly (for @MTUB) isn't loud? ,,,,,,
0,794,Time to move my posterior  and lose some fat. My articulation are creaking so no more running  but I�m drool for some swimming,,,,,,
0,795,listening to nathan cry.... ,,,,,,
0,796,today sucked. I'm gonna die without chris and callum!  wahhh!,,,,,,
0,797,"STOU site not update, no info about 2/2552 exam, and open course, I must wait for mail notices and doc. um... ",,,,,,
0,798,@ohsbrat30...I'm sorry. I'm feeling kinda yucky myself. 5am is going to come too quick ,,,,,,
0,799,is in love with scrappy and is missin him already ,,,,,,
0,800,wants to hear @seblefebvre 's song but myspace is messing with me ,,,,,,
0,801,Bad news was Dad has cancer and is dying   Good news new business started and  I am now a life coach practising holistic weight management,,,,,,
0,802,@duchess_rebecca Man... intervention is soo sad ,,,,,,
0,803,HELP! I need a new boyfriend... I'm stuck in a rut ,,,,,,
0,804,I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me ,,,,,,
0,805,Saw an ad on Craigslist for a casting call for a female host on G4. I was totally psyched! But realized it was a hoax ,,,,,,
0,806,Pepperoni rolls in L.A.?: I called Valentino's - they said that they had sausage rolls but no pepperoni rolls  http://tinyurl.com/cec5ka,,,,,,
0,807,"@soillodge yes, it will be. it's only Monday ",,,,,,
0,808,i want the new GG episode already ,,,,,,
0,809,I miss watching Rocko's Modern Life. ,,,,,,
0,810,RIP Sandra....its so sad    how can someone do something like that??,,,,,,
0,811,Keeping my fingers crossed for my buddy    He is not feeling well.,,,,,,
0,812,Wait should I eat?? Or be skinny for vegas!! I'm hungry! ,,,,,,
0,813,"@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... ",,,,,,
0,814,"@benackerman BTW my iPhone is acting funny, dying quickly and freezing and BS.  I'm not admitting anything, just sayin ",,,,,,
0,815,Sitting here wondering why &quot,ED&quot, still has such a strong hold on me ,,,,
0,816,@bananaface IM SORRY I GOT YOU SICK.  lol. going to bed too. NIGHT!,,,,,,
0,817,"@carolrainbow no Internet at home, have to drive into Ox to use Internet because of builders! ",,,,,,
0,818,@Steve_Buscemi the weather in Canada is freezing ,,,,,,
0,819,twiggassssssss I been out of range all day  I'm back now and hopefully for good.,,,,,,
0,820,@danadearmond ,,,,,,
0,821,anyone who reads this pray for my Grandma. She's in pain ,,,,,,
0,822,"#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  ",,,,,,
0,823,"Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe.",,,,,,
0,824,@johnnybeane hey! you just changed your default. ,,,,,,
0,825,Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.,,,,,,
0,826,"@ellievolia If oooonly we were really so lucky, eh? And awh  Definitely too early for work.",,,,,,
0,827,buttload of homework! ,,,,,,
0,828,needs another copy of visual studio 2008 ,,,,,,
0,829,"why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in",,,,,,
0,830,omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail ,,,,,,
0,831,"@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad ",,,,,,
0,832,"@Henkuyinepu yeah, apparently i have really bad taste ",,,,,,
0,833,@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.,,,,,,
4,834,Lamb Chowmein for dinner tonight.... hhhmmm with slightly roasted buttered dinner rolls! YUM YUM YUM... so hungry ,,,,,,
4,835,tweeting from my brand new Sony PSP... just because I CAN!!  ,,,,,,
4,836,@MussoMitchel Hey you should go on tour sometime with your brother! Metro Station is freakin awesome! ,,,,,,
4,837,"well tweeps, im off, i gotta have a shower then go get a haircut. good bye everyone ",,,,,,
4,838,@juliaroy I've just seen your Flickr and I've fallen in love!!! Just Wonderful!!! Awesome... !!! ,,,,,,
4,839,@danielc Sorry it wasn't Wrath of Khan.  But we made do. ,,,,,,
4,840,"juggernaut, dr. doom, magneto, &amp; xavier!  ahahah today was a good day n__n",,,,,,
0,841,Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep..,,,,,,
0,842,i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK,,,,,,
0,843,@celycarmo i'm sorry I don't understand your last comment ,,,,,,
4,844, aww dont make me blush!,,,,,,
4,845,trying to figure this thing out ,,,,,,
4,846,watching &quot,The Princess Bride&quot, I want a Wesley!!! ,,,,
4,847,@lisaholmes you can buy my fiances duplex in Terwillegar ,,,,,,
4,848,@apleaforaaron i could really eat some cheese  i have a hankering for some austrian smoked cheese. YUM!,,,,,,
4,849,@ddlovato I am so FUCKING jealous of you girl. Have fun though  xxx,,,,,,
0,850,"@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???",,,,,,
4,851,@ThaStevieG my bunnys name was Lucy  you can go ahead and guess who she was named after lmao,,,,,,
4,852,@pixelpipe any updates for iPhone OS 3.0 yet? I miss you guys ,,,,,,
4,853,"Denise, I love you. ",,,,,,
4,854,"Happy Morning, la toat? lumea!  ",,,,,,
0,855,ITS NOT ENOUGH TO SAY THAT IMISS U ,,,,,,
4,856,@CTesdahl well you can always digg or stumble...both have aided me greatly in wasting countless hours of my life ,,,,,,
4,857,vote for @xxStephy http://www.tripcentral.ca/PHP/funny/index.php?action=playVideo&amp,videoID=89 !  yayyy,,,,,
4,858,"Played @ gpokr.com, busted some n00b arses  waiting for pokerstars freeroll to begin and having coffeeeeeee!!!",,,,,,
4,859,@XPhile1908 &quot,convenience&quot, of the remedy &lt,---That's just cuz you are a doc!  #24,,,
0,860,This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS ,,,,,,
4,861,Karaoke with XT on Wed and drum lessons on Thursday!!! What a week... I'll work somewhere in there ,,,,,,
0,862,"@RandomlyNat Jeez, I was just trying to help  Haha.",,,,,,
4,863,@pepstein Type it on the blog post and print it ,,,,,,
4,864,@fachatc  Obi und Hornbach. #Baumarkt (via twitter.com): @fachatc  Obi und Hornbach. #Baumarkt http://tiny.. http://tinyurl.com/d9wnza,,,,,,
4,865,"@honey_honeybun Aw, thanks...let's hope so! I am more worried about Geoff's teeth! Hope you are having a good day, H or HB. ",,,,,,
4,866,Watching Keith Olbermann(late late rerun) then it's on to The Daily Show which is having Michael J. Fox on as guest. My high school crush ,,,,,,
4,867,@imagejennation @whitrt we found a great Chinese place to hang out at ,,,,,,
4,868,"@esotericsean heh, thanks for advertising my skills ",,,,,,
4,869,@pmeanwellralph not at ALL.  I was SO offline from here for about 6 wks with my PACKING and then MOVING to #Vegas. ,,,,,,
4,870,@aaminahh I'm excited about the books you received too! ,,,,,,
0,871,@SupaMagg that happened to me saturday night. along with my glittery green lighter! ,,,,,,
4,872,@everyone if im following u. . .its mandatory u follow me ,,,,,,
4,873,@codelust the dvd is with me. will bring when we meet next ,,,,,,
0,874,trying to reduce the number of cigarettes in each day! ,,,,,,
4,875,@Sexxyindividual well i dunno..i didnt give him an ans yet  u kno who am i talkin bout??,,,,,,
4,876,@pkahleeb how that big baby boy doing? How are you and Em doing? Have you figured out you may never get a full nights rest again? ,,,,,,
4,877,@coryBasil Hurry up and be the first person to publish a book of twitters! ,,,,,,
4,878,@stevonelson  I like that one. I've used it on a project here.,,,,,,
4,879,playing with my new toys ,,,,,,
4,880,A fair goodnight sweet Twitters. Have pleasing dreams and a restful slumber. ,,,,,,
4,881,@marsacademy ugh I am so jealous of you. I miss those boys. Tell them I say hi. ,,,,,,
4,882,Budget: A method for going broke methodically.    #1liners,,,,,,
4,883,@naughtyhaughty Sooo chill!  So what part do u live in? I went 2 Laguna Creek in South Sac then got my own place in Citrus Heights...,,,,,,
0,884,yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to ,,,,,,
4,885,@StacieLane  How are you? Was good seeing you @ Lip Service last week!,,,,,,
4,886,@KeepinUpWKris omg you are the best mom...your girls are blessed ,,,,,,
4,887,is watching CSI : NY.  ) Excited for Lighting Workshop. ,,,,,,
4,888,Fine-tuning part of a song Maddy and I r making.  Sounding good. I feel pro. Not. Hahaha,,,,,,
4,889,shares Yeheeyyy! My karma has gone up  http://plurk.com/p/mzrpe,,,,,,
4,890,"@javajive humm, the iStore had alot of similiar reqs. Maybe you should head their way ",,,,,,
4,891,@pocketfulofme hahaha i so should of! but my nails were wet. hehe.but he was helpful  he flipped the magazine pages for me ,,,,,,
4,892,Blackberry Bold and Kingston 8gb microsd card en route ,,,,,,
4,893,@ontheMAPP DITTO! not as good as the Nirvana Sandwiches ,,,,,,
4,894,@augustineiv Thank you ,,,,,,
4,895,@kcarruthers *flicks hair* I prefer to be called a &quot,twenius&quot, ,,,,
4,896,"@Steve_Buscemi And the weather in England, at this hour of the morning (6:47 am) is cool, gloomy &amp; crap. YOU have a nice day, mate! ",,,,,,
4,897,Im going to JAY LENO!!! ,,,,,,
4,898,"@DonnieWahlberg Yessirrr! Don't give anyone that much power, do what makes you happy...that's why I'll be seeing you in da summah!! ",,,,,,
4,899,ADD ME ON MYSPACE!!!  myspace.com/LookThunder,,,,,,
4,900,@JonathanRKnight how does it feel to have thousands of girls anwering ur every twitter? Must be cool ,,,,,,
4,901,"I'm up. quite... err, early. My colleague &amp; i are off for outfit hunting. Need some new gowns. Gonna leave my 2 big babies sleeping. ",,,,,,
4,902,agghhhh  looosing my mind!!!!,,,,,,
4,903,"Amazing night in Dallas with my Advanced TV Production class  Happy Birhtday, Sam!!",,,,,,
0,904,gotta do my cooking assignment  its too hard,,,,,,
0,905,"@treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never ",,,,,,
4,906,ugh... allergies are killing me tonight! this house is driving me crazy! you and i should just run off and live in a bubble together  yes?,,,,,,
4,907,"@DaveLindquist casting director called me today, she's wicked excited &amp; is presenting us to the producers. I'll let you know when I know ",,,,,,
0,908,"@jennifermf I know!  I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here",,,,,,
4,909,@busybeeblogger I hope so too. More movies where we get to see his lil Gilles again hopefully ,,,,,,
4,910,"just gott homeee, sawww the haunting off conetticuttt. haha SCARYYY!  going to florida on thursdayyy! &lt;3",,,,,,
4,911,@legmar @linnix glad to see my household problems entertain you ,,,,,,
0,912,@mamasvan lol - nope! but i did have complete #camerafail ,,,,,,
4,913,@surfclubhit hope you had fun ,,,,,,
4,914,is home. Hmmm how lovely to be in 85 degree weather. ,,,,,,
0,915,@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!,,,,,,
4,916,@stacylav Then I'll you a Vancooooooover shout out to your new &quot,personal&quot, account. ,,,,
4,917,@EricBttn Yeah right!! Just hang out with the cast and accidentally have ALEX fall in love with you too right??? ,,,,,,
0,918,My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!,,,,,,
4,919,There's always something good happening in our lives. We just have to open our eyes and take time to realize... ,,,,,,
4,920,@brainstormprick broke ya record and i got 2 witness it  yaaaay!,,,,,,
4,921,@DerekHousman holler boooooo! haha I founnndddd you ,,,,,,
0,922,@jillianfish tweet something damn it!  and hang out with me please? ,,,,,,
4,923,@AngelsMind hey hey. ,,,,,,
4,924,Great to see you following us as well @mazda3rev ,,,,,,
4,925,@frenchGCfan I live in Sweeeeden  it's SO boring here -.-,,,,,,
4,926,@mrskutcher it's only 1am here...i'm just on my way TO bed lol. weird. hope you have a good morning! ,,,,,,
4,927,@_writersblock_  me too. thought I was going to bed but had to reply to jon &amp, donnie ,,,,,
4,928,Just bought a car!!! YAY for me! ,,,,,,
4,929,"@ddlovato heydemi  whats up? haha, i just wanted to say i love you music and your a really talented person. love to hear from you &lt;3",,,,,,
4,930,"@milagro88 LOL! That's ok. Yeah, we did.  He's looking forward to Thursday since we're going around for Visita Iglesia. 14 churches!",,,,,,
4,931,OMG .. Have to load up the iPOD off to Fresno tomorrow.. I need to stay entertained.  Leaving at 4 am urrrggg!,,,,,,
4,932,That would be why @JonathanRKnight laughed at me when I told him my username has caca in it. lol ,,,,,,
4,933,"Tune Hotels, has opened bookings for brand new rooms in its upcoming new hotels in Kuching. ",,,,,,
4,934,@wolfsoul Thanks!  ,,,,,,
4,935,"@HeatherSullivan and, by the way, thanks for helping me define that better. ",,,,,,
0,936,@anistorm ,,,,,,
4,937,@laurenrodriguez try it and see. it's all trial and error. ,,,,,,
4,938,"@MrSabur sweet, thank you ",,,,,,
0,939,"I'm SO behind in video games, and everything for that matter. I'm yesterday's news ",,,,,,
4,940,And p.s. I'm getting paid to boss my sister around ,,,,,,
4,941,Yess! Twittering from my phone again! ,,,,,,
4,942,"@anaperiodista still its fun to go out there. im jealous, you were at Wrigley field though., i might have to go out there this summer ",,,,,,
4,943,"@LBheart_Jessica Yes... I'm going to Kenya in August for 10 days w/ Tumaini International, loving on cute AIDS orphans. SO excited! ",,,,,,
0,944,"@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp; ate d mocha",,,,,,
0,945,Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!! ,,,,,,
4,946,@ycsing that's nicki our monday night drag queen... ,,,,,,
4,947,@pointlesswords Sorry no credit - switched Jose for Xavier ,,,,,,
4,948,@warp I love that Aussie cattle dog story ,,,,,,
4,949,@MFeatherstone way to pick a winner! ,,,,,,
4,950,"called my hunnybunny, and i miss her already!  night lova'!",,,,,,
0,951,http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December. ,,,,,,
0,952,When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple days. ,,,,,,
0,953,@B_Barnett I did not really see that coming ,,,,,,
0,954,"just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. ",,,,,,
0,955,it'll take 3 days for my sister to get her passport ,,,,,,
0,956,@nicolerichie OH MY YES!! i miss ,,,,,,
0,957,Uh oh... I think I am getting sick ,,,,,,
0,958,Good GOD they ruined my belly button!!!  ,,,,,,
0,959,Watching Who Framed Roger Rabbit. Makes me miss Toon Town. ,,,,,,
0,960,"@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through ",,,,,,
0,961,running nose + spinning head = not a good combination for a meeting! ,,,,,,
0,962,@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence ,,,,,,
0,963,Nasty budget due and my iphone is being sent to Apple today. ,,,,,,
0,964,@Sofii_Noel that�s bad ,,,,,,
0,965,"Dammit, episode 3 of Kings won't play for some reason  stopped in the middle now won't do anything",,,,,,
0,966,I'm so upset that I missed my chat and quiz online because my free internet has ceased ,,,,,,
0,967,can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! ,,,,,,
0,968,Car show season has started without me ,,,,,,
0,969,my throat is raw. ,,,,,,
0,970,@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for real,,,,,,
0,971,@frago I hate you. I didn't need to see that. I need to call my therapist now. ,,,,,,
0,972,Twilight didn't come yesterday  fingers crossed for today,,,,,,
0,973,@NileLegania glad I was able help you feel better. I hate to see you sick  Love you!,,,,,,
0,974,is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for ,,,,,,
0,975,"You know, I was thinking... I need money ",,,,,,
0,976,omg..its jst teusday ,,,,,,
0,977,@ddlovato @David_Henrie ummmmm i cant find it. ,,,,,,
0,978,Just heard that they found Sandra Cantu... She was only 8 yrs old ,,,,,,
0,979,@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...,,,,,,
0,980,@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that ,,,,,,
0,981,"My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!! ",,,,,,
0,982,stuck at home ,,,,,,
0,983,@nomadicmatt mine is 1/10  how do you get it up?,,,,,,
0,984,Duckling in famous children's book stolen from Boston's Public Garden - The Boston Globe http://tinyurl.com/dc2htx via @ShareThis OH NO!! ,,,,,,
0,985,"@Appomattox_News Thank you! However, I hate to be on the same list that includes 2 convicts.  ",,,,,,
0,986,"Heading to Altrincham, again! Out of hours install ",,,,,,
0,987,MORNING!!! Good im bloody knackered!!! Work is not for me today  HELPPP!!!! xxx,,,,,,
0,988,@jeffreecuntstar  I don't have a garage.  But you can park in my driveway!,,,,,,
0,989,@lauredhel  What happened?,,,,,,
