SentimentValue,SerialNumber,Tweet,,,,
0,596,@united completely unacceptable to seat 1st class passenger into middle seat in 38 (not even premium economy),,,,
0,597,@united is screwing with my flights again at CAE? Why do you bother having flights here if they never leave on time or get Cancelled Flighted?,,,,
2,598,@AmericanAir due to road conditions,,,,
2,599,"@JetBlue Indeed. I don't know what's going on in Pittsburgh that weekend, but, it's drawing a crowd via JetBlue!",,,,
2,600,"@AmericanAir Yes, thanks I found those, didn't see the gray tab at first :)",,,,
0,601,@SouthwestAir Hello - been on hold for extremely long time. Have confirmation # &amp, can't get boarding pass. Have tried numerous times!!,,,
4,602,@JetBlue awe you guys are great can't wait to travel with you again soon!!!,,,,
4,603,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience",,,,
2,604,@JetBlue which type plane is flt 1065 from bos to rsw?,,,,
2,605,@USAirways but question :  if the downgrade include losing first class do you get money back ? http://t.co/LfT7QD23Sy,,,,
0,606,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,,,,
4,607,@SouthwestAir El Paso deals....May❤❤❤😍🌏,,,,
0,608,@JetBlue also not have food available even for purchase is quite shocking since this is a 5 hour international flight.,,,,
2,609,@AmericanAir I need some help. My record locator is bringing up TWO different flights in your system. One op by AA &amp, one from US Airways.,,,
2,610,@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/Gbd5R1OlSI,,,,
0,611,@USAirways I have a MAJOR complaint that I want to address w/you about my hand luggage courtesy check-in. What's the best way to do this?,,,,
0,612,"@united When my United flight arrives Late Flight and I'm told to re-book my connecting United flight, you characterize that as a ""no show""",,,,
4,613,@USAirways — I had exceptional service on flight #403 from IND to PHX!!,,,,
0,614,"@USAirways Cancelled Flightled flight this AM. There was avail flight to PHL today u said was sold out. I had to buy 2nd ticket, u need to refund me.",,,,
2,615,"@USAirways It's 838. We boarded and we are waiting now to take off, hopefully.",,,,
0,616,"@JetBlue this is ridiculous we are on 1.5 hours coming up of waiting to deplane, there are are newborns on board",,,,
0,617,"@USAirways @AmericanAir Almost half hour on hold.  My cell phone battery is dying.  Thanks for your loyalty from a ""Platinum"" member",,,,
2,618,@SouthwestAir  Just left there  Friday!,,,,
4,619,@USAirways will do. Hoping for a voucher for a future flight #Optimistic,,,,
4,620,@JetBlue @CinziannaP thank you! I like the quick response on Twitter!,,,,
0,621,@JetBlue it's sunny and gorgeous in ny actually. What's the real reason?,,,,
2,622,@AmericanAir originating at SFO and going to LAX.,,,,
4,623,@SouthwestAir Thanks for taking care of me Today!  Michele rocked the customer service! Gate 25 HOU,,,,
2,624,@SouthwestAir I have a few questions about flying with my Maltese puppy. Can you DM me?,,,,
4,625,@USAirways Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp,,,,
4,626,@USAirways Thank you!,,,,
0,627,@JetBlue flight 16 now sent back to the gate even though the app says its leaving. Anyone have a clue? It's 36 and sunny at JFK,,,,
2,628,@USAirways Hi-i have a travel question. Could you please follow me so i can dm you?,,,,
0,629,@USAirways why now just announce delay of 4478 from PVD when you knew captain was already on delayed flight coming in? Frustrating,,,,
0,630,@USAirways next time you promise an ontime departure you should stick to it instead of stuffing us in this sweat box with no air,,,,
2,631,"@JetBlue ....you haven't got me just yet

Can a 1 way LAX-NYC cost me under 190?",,,,
2,632,@JetBlue two rows,,,,
4,633,@united received my bag. I appreciate taking care of the matter and following up!,,,,
0,634,@USAirways @MrRenevendez I've been trying to contact them for 24 hours already! Yesterday I waited 7 hours today 5+! http://t.co/gn30p75KqB,,,,
4,635,@United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences.,,,,
2,636,@SouthwestAir reference #: 261093929756,,,,
0,637,@USAirways this is the worst customer service I have ever had. Rebooked to tues but seat available on mon. Wtf. Contact me.,,,,
2,638,@United are you able to see if there are seats open on another flight??,,,,
0,639,@united It is also inappropriate to lie to passengers to induce them into accepting a voucher by telling them you have availability on Late Flightr,,,,
2,640,@USAirways  can you help me out?,,,,
2,641,@AmericanAir any idea why flight 5392 from HSV to DFW tomorrow Cancelled Flightled about 45 minutes ago?,,,,
0,642,@USAirways and when will one of these agents be available to speak?,,,,
0,643,"@united your first class is a joke, compared to all the others I have flown, don't ask for extra peanuts... That's NOT allowed! @AirCanada",,,,
2,644,#Real RT @JetBlue: Our fleet's on fleek. http://t.co/ERzht75kqZ,,,,
2,645,@USAirways Expedia reserved a ticket for me and 2 more for a USAW flight but only issued 1. They are not responsive.Thoughts?,,,,
0,646,"@united as if a 4 hour maintenance delay wasn't enuf, u charge me $25/bag as a global service platinum mbr. Get ur shit together",,,,
0,647,@USAirways WORST customer service ever!!!,,,,
0,648,@USAirways churn rate increasing by the second,,,,
0,649,@USAirways on hold 2 hours 54 minutes. What's going on?,,,,
2,650,@SouthwestAir how much is ur wifi fam,,,,
4,651,"@united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service",,,,
0,652,"@SouthwestAir As a frequent traveler, I've never been treated so coldly &amp; had an airline offer nothing when my flight was Cancelled Flightled. #nolove",,,,
2,653,@united I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?,,,,
2,654,@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv,,,,
4,655,@united thanks for all the help! Totally appreciate it and you made it super easy too,,,,
2,656,@USAirways is it your practice to give 1st class seats to us air employees before giving them to chairmans customers sitting in coach?,,,,
2,657,“@JetBlue: Our fleet's on fleek. http://t.co/Hez4jk4ZsK” ~huh?,,,,
0,658,"@united Waiting half an hour for my checked bag at EWR (&amp; that was Priority); disappointing, usually you guys are good.",,,,
0,659,"@JetBlue, your hold music sucks.",,,,
2,660,@SouthwestAir any deals to orlando in April/may??,,,,
4,661,@SouthwestAir Awwweesssooomee!,,,,
0,662,@JetBlue Thanks for the THIRD gate change http://t.co/UfBdr5AxeO,,,,
2,663,@JetBlue HE is a lap infant (4 mons old),,,,
0,664,@united not my luggage,,,,
0,665,@USAirways Collectively since Friday I've been on hold with customer service for over 3 hrs. My issue is not resolved... so frustrated!,,,,
0,666,@USAirways @nanceebing 4 hour hold times at the moment...and counting. #disgrace,,,,
0,667,@JetBlue should I bother contacting them? I already checked into my flight 😕,,,,
4,668,@JetBlue @vincenzolandino @CBarrows You take to me places @united simply can't...like non-stop to St. Lucia.,,,,
0,669,@JetBlue what gives? Delayed over 2 hours at MCO to JFK. Every time!,,,,
4,670,@JetBlue hotspot free WiFi makes me happy. #jfk #itsthelittlethings,,,,
2,671,@AmericanAir I wrote down the evoucher number. I got rid of the voucher when I purchased air fair,,,,
2,672,@AmericanAir is 2513 and 1555 on time or Cancelled Flightled?,,,,
0,673,@USAirways spent 1.5 hours in line trying to get on a flight home tonight only for it to be Cancelled Flightled an hour Late Flightr. Not even snowing at DCA,,,,
0,674,@USAirways I got rebooked at 3am after they woke me up just tried to call twice and got hung up on. Worst customer service.,,,,
0,675,"@united - so they changed depart from 1:45 to 2:00pm &amp; it is now 1:40pm &amp; the Capt. just got off the plane to find a smoothie, 2pm my ass!!!",,,,
0,676,"@USAirways can you get me home to Syracuse? After 6 Cancelled Flightled flights, one re routing three of us are sitting in Charlotte",,,,
0,677,@USAirways my in-laws flight Cancelled Flighted 4 tonight. U auto rebooked 4 flight on Tuesday that doesn't work. Can you help reFlight Booking Problems them?,,,,
0,678,"@USAirways your customer service in Philly is deplorable, rude &amp; unprofessional gate agents after delays &amp; Cancelled Flightations #takingthistothetop",,,,
4,679,@SouthwestAir Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.,,,,
0,680,@USAirways 2 hours?! And just got disconnected.,,,,
0,681,"@VirginAmerica it's really aggressive to blast obnoxious ""entertainment"" in your guests' faces &amp; they have little recourse",,,,
4,682,@SouthwestAir is having a sale! I'm delighted!,,,,
4,683,@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!,,,,
0,684,@USAirways @AmericanAir my friends are stranded at KPHL and the representatives there won't even give them food vouchers…any help please?,,,,
2,685,@AmericanAir Why is your cover photo of TWA? Just wondering.,,,,
0,686,".@united Our newest delay, right now http://t.co/96fTLZWtvO",,,,
4,687,@JetBlue is definitely my new favorite airline.,,,,
0,688,"@united. If you show available seats, you need to honor that! I shouldnt spend 1hr on phone to hear that ""really there are 3 not 4 seats""",,,,
4,689,@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,,,,
0,690,@USAirways You suck!!  Do you even know the meaning of contingency plan?????,,,,
4,691,@SouthwestAir can't wait! Thanks for the response!❤️,,,,
0,692,@united thank you for fully boarding flight 1689 this morning before noticing we had no pilots. #fail,,,,
0,693,@USAirways luggage and contents destroyed both on outbound trip last week&amp,inbound lastnight in philadelphia #Careless,,,
2,694,@AmericanAir dmed back,,,,
2,695,Peak #Caucasity RT @JetBlue Our fleet's on fleek. http://t.co/cSNRPVY9b9,,,,
2,696,“@JetBlue: Our fleet's on fleek. http://t.co/HovuAIsG16” WTF 😂😂😂😂,,,,
2,697,@SouthwestAir any word when the customer relations department will open back up?,,,,
2,698,@SouthwestAir  I sent a email to customer relations and I will be calling tomorrow.,,,,
4,699,"@JetBlue @JayVig @roxydigital awww ^_^ R to the T, realtime appreciation from JetBlue #rockingthetweets #JVMChat",,,,
0,700,"@united I did already rebook, and now I will miss my first appointments in London tomorrow morning. Thanks for ruining my trip - AGAIN!",,,,
0,701,@JetBlue too Late Flight. Several passengers are inebriated. You're in league with big alcohol. Shame on you.,,,,
2,702,Stop this madness RT @JetBlue: Our fleet's on fleek. http://t.co/7x9uSbj2FV,,,,
2,703,“@JetBlue: Our fleet's on fleek. http://t.co/7XMaV13G2W” http://t.co/Ela7TNtcIR,,,,
2,704,@SouthwestAir if only you could control the weather in Las Vegas 😉,,,,
4,705,@JetBlue this makes me happy. I hope these aren't empty promises.,,,,
2,706,BLOCK ME BIKE RT @JetBlue: Our fleet's on fleek. http://t.co/2z3hGqPRSG,,,,
0,707,@USAirways Thank you glad to be home. There were lots of delays with the plane and flight crew didn't show up. It was very frustrating.,,,,
2,708,@AmericanAir Am I upgraded on my next flight?,,,,
2,709,@AmericanAir - don't be jealous.  I live in Sydney and my T-shirt and jeans don't suit the office for work. I need suits and a warm jacket.,,,,
4,710,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE 🙏🙏🙏😢😢😢🙏🙏🙏,,,,
2,711,@united fails again. @SouthwestAir saves the day.,,,,
4,712,"@JetBlue she was a phone agent, pls do! Peggy was pleasant, informative and delivered. ⭐️⭐️⭐️⭐️⭐️",,,,
2,713,@USAirways thank u i wiil write after call  travel agency,,,,
2,714,"@AmericanAir Hahaha.... ""Meanwhile in Russia....""",,,,
4,715,@JetBlue great smooth flight too! 👏👍,,,,
4,716,@SouthwestAir Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10,,,,
2,717,JetBlue reading the NYTimes. “@JetBlue: Our fleet's on fleek. http://t.co/lvIrTDtqly”,,,,
2,718,@AmericanAir my 2498 to CLT left the gate. What is next for CLT. Need help,,,,
4,719,@VirginAmerica thanks! Y'all have some of the best customer service left in the industry.,,,,
2,720,@JetBlue formally requests @LBAirport and @LongBeachCity to establish customs facilities for international flights http://t.co/jByVMsOd29,,,,
0,721,@USAirways That link doesn't work on mobile.,,,,
2,722,@United so what’s the deal? Do u provide voucher for overnight or am I cozy on the floor at #OHare ? #gross #HelpMePlease #AnyoneThere,,,,
4,723,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h,,,,
2,724,@AmericanAir dmed the name,,,,
2,725,@AmericanAir What are Preferred Seats?,,,,
4,726,@USAirways Sending thanks to employee Freddie in PHL Admiral Club A East for allowing me to give a day pass to my sibling stuck there today.,,,,
2,727,@VirginAmerica when can I book my flight to Hawaii??,,,,
2,728,"@USAirways also, can you explain why, when I checked in, on the US Airways site, &amp; picked ""Standby for 1st"" I was not put on the list?",,,,
4,729,@USAirways thanks! It's hectic for everyone but their actions don't represent the company well IMO,,,,
4,730,"@JetBlue tough choices but I did all simultaneously! As a business traveler, best experience in a long time. #wishmyflightwaslonger #what",,,,
2,731,@united done,,,,
2,732,@JetBlue @BucketObolts Same,,,,
2,733,Why lord why“@JetBlue: Our fleet's on fleek. http://t.co/nlzS1Ehnee”,,,,
0,734,@SouthwestAir Maybe if you comped those that quietly accepted delays or Cancelled Flightations instead of the irate you'd have less issues #justsaying,,,,
2,735,@AmericanAir this receipt doesn't show the evoucher value nor does it mention having used an evoucher,,,,
4,736,@SouthwestAir Sent. Thanks VP!,,,,
4,737,@VirginAmerica I love the dancing little richard. cool beans.,,,,
0,738,@united so? Found anything or just showing off? You do realise that the morning flight that you Cancelled Flightled was more pricey than the evening?,,,,
4,739,"Cc @DadBoner  #boldflavors “@united: We’re bringing Bourbon St. to 35,000 ft. with bold flavors, fresh ingredients and more dining options""",,,,
0,740,@united involuntarily bumped your passenger and can't guarantee them another flight for three days!,,,,
4,741,@united stay warm - I will be passing through Chicago next week,,,,
0,742,"@USAirways any chance u can help our family rebook their flight that was Cancelled Flightled, #4487?",,,,
2,743,@SouthwestAir thanks!!,,,,
0,744,"@USAirways how aggravating, zone 5 boarded, overhead empty but forcing bag check. Better not loose bag again! flt1727 http://t.co/w3XS6TVpZg",,,,
2,745,Please don't. RT “@JetBlue: Our fleet's on fleek. http://t.co/gdzadXzBYA”,,,,
0,746,@USAirways have had a medical issue Late Flight yesterday and need to change my flight today been on hold for an hour and still not through,,,,
4,747,@JetBlue thank you for incredible customer svc from gate to flight. Mint experience is magic.,,,,
2,748,smh RT @JetBlue: Our fleet's on fleek. http://t.co/IRiXaIfJJX,,,,
0,749,"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?",,,,
4,750,@JetBlue app just reminded me I will be flying to #FLL in 2 weeks. #ChillyCVZ #ThankGoodness @mypompanobeach #family #friends #sunshine,,,,
0,751,@AmericanAir thanks for getting back to me. But I will find other airlines in the future.,,,,
2,752,“@JetBlue: Our fleet's on fleek. http://t.co/Q16Xvwg0L6” .... I have to refrain what I want to say,,,,
0,753,"@USAirways worse experience. Clt to DC. Oversold by 20, lost CARRY ON luggage.Cancelled Flightled connecting flight to NYC. #flydelta",,,,
0,754,@united you guys are gay,,,,
2,755,@USAirways I have submitted my request. I would appreciate a call by 9am eastern. Thank you.,,,,
0,756,@USAirways 4 hrs and counting today alone... like I don't have other things to accomplish today than to just keep holding!!!,,,,
2,757,"@SouthwestAir done. Sorry, I thought I was already.",,,,
4,758,@JetBlue will call. Thank you!,,,,
0,759,@JetBlue That's not weather reLate Flightd.  You are just being nice and blaming the weather.  Airport just wasn't prepared. Investigation time.,,,,
0,760,@USAirways I packed a carry on for a reason. Thanks for making me check it. I hoped for better customer service in CLE also. #nothappy,,,,
0,761,"@united - tick, tock, tick, tock, it is rapidly approaching the next dream departure of 1:45pm. When is the next fantasy departure time??",,,,
2,762,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",,,,
2,763,@USAirways @AmericanAir explain how come I can get a free upgrade on US as an exe plat but not exit row seating w/out paying. confused,,,,
2,764,@USAirways New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/WbhbljJkS7,,,,
4,765,"@USAirways thx 4 replying. After trying 2 get thru many times, &amp; v-mail or people hanging up on, us we talked 2 tech...cont'd",,,,
4,766,"@JetBlue big shoutout to the crews on 2017 Bos&gt;jfk &amp; 486 jfk&gt;roc, &amp; gate crews at c19 Bos &amp; 6 jfk. Long day of delays made better by them!",,,,
2,767,“@JetBlue: Our fleet's on fleek. http://t.co/MB0hVfqB1t”-see what ihop started 😑,,,,
2,768,@JetBlue also. My party { me and my sister and mom} are on three separate reservations. Will TSA lets us go through together or alone.,,,,
0,769,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,,,,
2,770,@JetBlue window exits give it away.,,,,
2,771,@SouthwestAir still there? I was posted up in Downtown waiting for y'all. On my way!,,,,
2,772,Really ? 😑“@JetBlue: Our fleet's on fleek. http://t.co/V5QWkYXSW6”,,,,
4,773,"@SouthwestAir Oh no worries NL, no disappointments here. Better to have NO lounges than like #Delta who has them but does disappoint!",,,,
0,774,"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.",,,,
2,775,“@JetBlue: Our fleet's on fleek. http://t.co/H11jglw74L”ayyy 😎,,,,
2,776,@AmericanAir basically u right now http://t.co/IN24Bpb7dw,,,,
0,777,@united  Thanks for nothing! No Atlanta Lounge? Your Ap says NO. Sure nothing at Terminal T http://t.co/tFjfMSHa2k,,,,
0,778,"@united, no. Re-booked with American and United said they'd transfer our bags to them.",,,,
2,779,@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month...,,,,
2,780,@JetBlue Sent.,,,,
0,781,@USAirways is the @comcast of airlines #2hrs35minOnHold,,,,
4,782,@usairways Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.,,,,
2,783,"@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better"".",,,,
2,784,@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/P6eef1zWzc,,,,
2,785,"@JetBlue CEO's challenge: appease passengers, Wall Street - The Columbian http://t.co/pG96ys9aSW",,,,
2,786,"@JetBlue I want you guys to be the first to fly to #Cuba, from NYC.",,,,
4,787,"@USAirways YOU ARE THE BEST AIRWAYS!!!!!!!!!! FOLLOW ME BACK, PLEASE 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😢😢😢😢😢😢😢😢🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",,,,
0,788,@JetBlue if my flight was delayed can I show up at the airport with the appropriate amount of time for the delay or do I have to go on time?,,,,
0,789,@JetBlue u guys have 2b kidding. No help anywhere. 5 hour delays? Still no answers. Bad cust service. #idlovetoask http://t.co/DPX3yoGTEj,,,,
2,790,"@USAirways if I apply for ur credit card, do you automatically get the companion certificate or do I have to wait for it?",,,,
0,791,@USAirways are the bags off Flight 1898 CLT to JFK? We landed last night just before midnight.,,,,
2,792,“@JetBlue: Our fleet's on fleek. http://t.co/TnKIXXrxHB” 😂😂,,,,
2,793,@SouthwestAir are 5 people there?,,,,
0,794,@JetBlue just a very rude rep while trying to book family vacation using trvl credit. on phone w/ new rep now who is being very helpful,,,,
0,795,@United give me a direct number I can call regarding my lost baggage immediately.,,,,
4,796,@USAirways thanks,,,,
0,797,@JetBlue how can your entire system go down? No IT? Really?,,,,
0,798,@USAirways agent won't hold for connection arriving Late Flight. 7 min before departure time but 3 min too Late Flight. Flt 1903 gate c19. Disappointed,,,,
0,799,@USAirways would love it if you could get my wife home sometime soon - she has been stuck in Orlando and now stuck in philly for too long,,,,
2,800,@USAirways following you now,,,,
0,801,@united last week we also had maintenance issues and a flat tire. Another flight last week was Cancelled Flighted. Your track record is the WORST!,,,,
2,802,@SouthwestAir Please lower my plane flight by like $100 bucks!! Thanks~ #FloridaVacation,,,,
4,803,"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!",,,,
0,804,@USAirways I have been trying to get through to a representative for 7 hours aboout my Cancelled Flightled flight. Have you simply given up?,,,,
0,805,@united My bag is lost and I can't get ahold of anyone that can help,,,,
0,806,@united check in and it's still saying I haven't paid. I've called back twice was on hold for 30 minutes then they answered and hung up. I,,,,
0,807,@USAirways just informed of three hour delay. Pick up the phone and get me on another flight!,,,,
2,808,@united Greetings. UA Club member here. Any idea if I can use the Air Canada Lounge at YVR. Flying UA tomorrow.,,,,
2,809,"Bruh...real tweet from @JetBlue ""Our fleet's on fleek. http://t.co/dqny4aKTg9""",,,,
2,810,@USAirways I'm shutting my data off for the flight. I want some response by the time I land.  You have 2 hours.,,,,
0,811,@USAirways you're killing me from the inside,,,,
4,812,@SouthwestAir thank you for your help resolving my problem Shannon ROCKS - even though Rhonda didn't !!,,,,
0,813,@united no way one person is working entire security checkpoint in EWR 🆖,,,,
2,814,@JetBlue why bro,,,,
0,815,@JetBlue they are now being sent off the plane? Does anyone at JetBlue have a clue?,,,,
2,816,@VirginAmerica I &lt,3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,,,
2,817,“@JetBlue: Our fleet's on fleek. http://t.co/aJM3BhJVaa” #foh,,,,
0,818,"@JetBlue it's been 3 hours, why have you not sent the plane from the hangar for flight 1533 at JFK? This is absolutely ridiculous.",,,,
2,819,@JetBlue when I check in tomorrow morning for my flight on wens can I automatically add it to passbook?,,,,
2,820,@AmericanAir would it be possible to change my flight on your website? Many thanks,,,,
0,821,"@united, more lies... http://t.co/BEqoTLNugc",,,,
0,822,@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've,,,,
0,823,@JetBlue That is not very gracious of @jetblue to tell me where I can go BUY water or a snack when our flight is delayed over 3 hours.,,,,
4,824,"@JetBlue @JayVig YES! Great real-time example. Thanks for being awesome, #JetBlue! #JVMChat",,,,
2,825,@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH,,,,
4,826,@USAirways thank you! I tried that and they said they didn't have it. Anywhere else to try?,,,,
2,827,@AmericanAir Thanks for doing that but now it's telling me to go to the airport and check in with an agent-what's up? http://t.co/PfseNJk5Pw,,,,
2,828,😩😩😩 “@JetBlue: Our fleet's on fleek. http://t.co/46am1BSi2G”,,,,
4,829,@USAirways flying high thanks!,,,,
0,830,@USAirways @TheHaileyTate Another blatant lie from @USAirways,,,,
0,831,"@JetBlue flight delayed at JFK 2 hours, then 3 hours, then 8.5 hours? Now it's back to 5 hours with no explanation or apology?",,,,
2,832,@AmericanAir See photo of B787 scale model &amp, our PN 320008A wheel deflator specified in Chapter 32 of B787 AMM. http://t.co/kfD4WQRkLW,,,
0,833,@united Are your earnings so low that checkin people have to also be on Tarmac loading bags? JAN,,,,
4,834,@SouthwestAir thanks!! We will see what happens!!,,,,
4,835,@SouthwestAir Thanks a ton!,,,,
4,836,@USAirways Haha - that will indeed be a great day!,,,,
2,837,"@AmericanAir Uhmmm we need @JColeNC down in Dallas,Tx for his tour 😫😫😫",,,,
2,838,@united follow back and I'll give you the details.,,,,
0,839,"@JetBlue flt1533 to Carta what is goin on?! 1st told plane coming from hangar, then gate change, now no one knows wat plane we're getting on",,,,
0,840,"@united, I don't believe that you do.. http://t.co/7z3GqEBfK2",,,,
0,841,@USAirways there is no extreme weather in Miami. Pick up the phone. Hire more people.,,,,
0,842,@USAirways @JosephTReis Dont bother. They dont pick up the phone. Worst customer service going,,,,
4,843,@JetBlue this is lovely!,,,,
2,844,@usairways &amp, @AmericanAir planes in #grandcayman http://t.co/GX7QbtckBr,,,
2,845,"@AmericanAir is that the ""record locator""?",,,,
4,846,"@USAirways TYVM USAir, Happy Night@ &lt;3",,,,
4,847,@SouthwestAir finally got through. Thanks!,,,,
4,848,@SouthwestAir @PaytonTaylor129 I love Southwest and Payton Taylor!,,,,
2,849,@SouthwestAir #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ,,,,
2,850,@JetBlue is there also a way I can get a printed one for my records? I keep them whenever I fly ,),,,
2,851,@AmericanAir why is it from June 1 thru December 31 there are no bus/first milesaaver awards available from cun to nyc? #Explain #whyfly,,,,
4,852,@united Elizabeth at Washington Dulles just hooked me up with a new connecting flight at my gate! I'm super pleased!,,,,
4,853,@JetBlue No worries. Delay was minor and dealt with nicely. It was captain of flight 2324 by the way.,,,,
4,854,@USAirways we are boarding now but have yet to depart.  Thanks for the response.,,,,
4,855,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK,)🙏🙏🙏✌️😉),,,
0,856,"@USAirways stuck on Tarmac for 30 mins at PHL waiting for someone to load baggage,ridiculous http://t.co/BRCsjBxG2s",,,,
2,857,"@AmericanAir I have a couple questions for you, if you’re available for PM?",,,,
4,858,@united Give Cyndi &amp, Troy each a gold star.,,,
2,859,@southwestair watching planes do their thing https://t.co/iItoJhUIKH,,,,
2,860,@AmericanAir boarding in 2mins YAY!!!!,,,,
4,861,@JetBlue it's been a while since I've angry tweeted an airline. Apparently you read my mind before I could bitch. Thank you for the credit.,,,,
0,862,@united I'm DMing my info and no is assisting. My flight home left before m first flight had even landed,,,,
0,863,@united I am appalled at your lack of communication during our awful journey on 2/21 EWR to BOS. 4 hr delays need to be explained better.,,,,
2,864,"@United will not have to honor absurdly low mistake fares.
http://t.co/2Z3Jv73IlW vía @usatoday",,,,
0,865,"@JetBlue When I got your alert, I immediately started looking to rebook. But we only had 11 minutes from reFlight Booking Problems to catch a flight to SRQ.",,,,
2,866,"Listen, im not gonna deny this but... RT @JetBlue: Our fleet's on fleek. http://t.co/eNXV64RkbU",,,,
2,867,@united I would love if someone could get me back to Austin tonight and I do not wish to wait til tomorrow morning.,,,,
4,868,"@united She met me from customer service at the arrival of flight UA3787 PVD-IAD. Thanks, you guys have really handled this storm!",,,,
0,869,@USAirways I have been calling for 3 days!,,,,
4,870,@JetBlue we don't need anybody else!,,,,
0,871,@USAirways @AmericanAir seriously with all the service issues you are having right now this is what you decide to tweet?? Unbelievable,,,,
0,872,@united The so below skilled staff and inadequate system just deleted my return from Houston to Norway. Shoulder shrugging is all you do..,,,,
4,873,@SouthwestAir LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR,,,,
0,874,@AmericanAir why would I even consider continuing your point program when I received no perks or continued bad customer service? #senseless,,,,
2,875,Need more info on that! @united: @momsgoodeats We have great amenity kits. PJ's not included. We status match AA. ^KP”,,,,
2,876,@JetBlue lol the fleet on fleek... i see yall ballin... new jets on deck..,,,,
2,877,@united how is Mexico not international from the us?,,,,
0,878,@united apparently sleeping in B terminal wasn't the worst situation. Someone told other UA passengers they had to sleep at baggage claim.,,,,
0,879,"@JetBlue flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible",,,,
2,880,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,,,,
0,881,@JetBlue You failed. That's the answer. Please don't justify otherwise.,,,,
2,882,LMAO Y'ALL “@JetBlue: Our fleet's on fleek. http://t.co/LQjT2jvOYS”,,,,
4,883,@USAirways Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.,,,,
2,884,how sway how “@JetBlue: Our fleet's on fleek. http://t.co/tQc96tKcI9”,,,,
2,885,"@AmericanAir #epicfail on connections in #Chicago today, extremely disappointed w/ unaccommodating customer service, rethinking loyalty 😐",,,,
2,886,@AmericanAir can you help me update a birthday that was incorrectly input in a reservation? This is preventing me from checking in,,,,
0,887,@united you should spend all of the money you take for our tickets and update your planes! Each flight has a maintenance issue!!!,,,,
2,888,@united the aircraft closest to gate was for the other flight and the one closest to our gate was going to Chicago.,,,,
2,889,@AmericanAir You guys are the talk of the Americans down here in Ecuador! Read this! https://t.co/5ON3KlzVMT,,,,
0,890,@USAirways was on the phone for over an hour waiting without an answer. 😩,,,,
2,891,@united thank you for the quick response but I cannot dm you until you follow me as well,,,,
2,892,@JetBlue Gerne :),,,,
0,893,@USAirways why have me board a plane knowing there is a maint issue?  US5235.,,,,
4,894,"@SouthwestAir Another great flight &amp; crew, Las Vegas-Chicago #3397. Thanks!",,,,
